datetime,day_of_week,hour,patients_arrived,avg_acuity_level,doctors_on_shift,nurses_on_shift,arrival_to_provider_time_min,left_without_being_seen_pct,ed_length_of_stay_min,admissions,readmissions_within_30_days,patient_satisfaction_score,hospital_id,hospital_type,icu_beds_total,icu_occupancy_pct,diagnostic_imaging_avg_wait_time_min,critical_equipment_down_pct_time,sep1_compliance_pct
2025-05-01 14:00:00,Thursday,14,5,4.5,2,5,73.65857053720809,25.0,302.80741599723336,0,0,50.0,H1,Safety-Net,10,0.0,46.55033606276322,0.0,30.0
2025-05-01 15:00:00,Thursday,15,4,4.4,2,5,57.07531807649518,18.529247944919604,258.89912779122693,0,0,50.0,H1,Safety-Net,10,0.0,41.70003071456451,0.0,31.8144295638622
2025-05-01 16:00:00,Thursday,16,11,3.5,2,5,95.80536034721163,25.0,462.5952555602574,1,0,50.0,H1,Safety-Net,10,0.0,82.13483589371174,0.0,30.0
2025-05-01 17:00:00,Thursday,17,10,3.4,2,5,107.14876260946316,25.0,474.8377829655872,1,0,50.0,H1,Safety-Net,10,0.0,66.68007302751613,0.0,30.0
2025-05-01 18:00:00,Thursday,18,11,3.2,2,5,99.9757190141011,25.0,477.9766326121846,1,0,50.0,H1,Safety-Net,10,0.0,67.60856075076298,0.0,30.0
2025-05-01 19:00:00,Thursday,19,10,4.3,2,5,137.49650308676786,25.0,536.4353543348791,1,0,50.0,H1,Safety-Net,10,0.0,83.4912033912233,0.0,30.0
2025-05-01 20:00:00,Thursday,20,9,4.3,1,3,150.0,25.0,720.0,1,0,50.0,H1,Safety-Net,10,0.0,112.0964257137065,0.0,30.0
2025-05-01 21:00:00,Thursday,21,7,4.1,1,3,150.0,25.0,588.3980967923357,1,0,50.0,H1,Safety-Net,10,0.0,96.19545938393799,0.0,30.0
2025-05-01 22:00:00,Thursday,22,8,3.1,1,3,150.0,25.0,553.2222965959203,1,0,50.0,H1,Safety-Net,10,0.0,79.43583516139056,0.0,30.0
2025-05-01 23:00:00,Thursday,23,1,3.0,1,3,29.95367783295172,4.906647358568046,156.92076590994068,0,0,55.93514625555329,H1,Safety-Net,10,0.0,25.224078168733303,0.0,67.56448263846258
2025-05-02 00:00:00,Friday,0,2,2.3,1,3,43.40550774166976,4.814490147630506,215.85041888828863,0,0,53.04733886669477,H1,Safety-Net,10,0.0,29.93140012462113,0.0,57.666172979157466
2025-05-02 01:00:00,Friday,1,0,2.9,1,3,15.947014925931281,0.4573383388123987,131.89025855189087,0,0,79.24669320514887,H1,Safety-Net,10,0.0,25.66092062125846,0.0,73.44040457912412
2025-05-02 02:00:00,Friday,2,0,2.4,1,3,13.56525772075241,0.0,109.01172607186194,0,0,75.73784249426765,H1,Safety-Net,10,0.0,12.442165180424999,0.0,86.28912807007927
2025-05-02 03:00:00,Friday,3,1,2.7,1,3,27.844410601873516,0.2794301288133561,156.27198019803615,0,0,65.78910792738246,H1,Safety-Net,10,0.0,24.003899961722176,0.0,74.39691809294035
2025-05-02 04:00:00,Friday,4,2,2.7,1,3,39.81182830915046,2.478788756376719,174.65483984933354,0,0,59.144012019088024,H1,Safety-Net,10,0.0,38.63754193870112,0.0,59.1351506071638
2025-05-02 05:00:00,Friday,5,2,2.4,1,3,36.37117243419442,1.8750711375597262,159.33985920766347,0,0,59.04245564932144,H1,Safety-Net,10,0.0,24.934469397511275,0.0,56.36968168725473
2025-05-02 06:00:00,Friday,6,1,3.0,1,3,26.93839729142042,0.470151990036824,158.18462628726,0,0,59.82378748123226,H1,Safety-Net,10,0.0,23.271227723585937,0.0,64.66424781727221
2025-05-02 07:00:00,Friday,7,4,3.3,2,5,55.85673018078708,12.313196980692998,196.3855372755456,0,0,50.0,H1,Safety-Net,10,0.0,34.58751530798561,0.0,45.08006595776238
2025-05-02 08:00:00,Friday,8,7,3.4,2,5,93.97828599187817,25.0,303.1646091266502,0,0,50.0,H1,Safety-Net,10,0.0,47.15948639300937,0.0,30.0
2025-05-02 09:00:00,Friday,9,11,4.1,2,5,150.0,25.0,533.2041260290024,1,0,50.0,H1,Safety-Net,10,0.0,88.13274751964204,0.0,30.0
2025-05-02 10:00:00,Friday,10,8,3.5,2,5,123.16070705208904,25.0,321.197826867831,0,0,50.0,H1,Safety-Net,10,0.0,59.83968239450743,0.0,30.0
2025-05-02 11:00:00,Friday,11,9,3.6,2,5,92.59234471300614,25.0,439.45464318423126,1,0,50.0,H1,Safety-Net,10,1.305888267580153,70.74294278354871,0.0,30.0
2025-05-02 12:00:00,Friday,12,4,4.2,2,5,50.290212797988744,11.680314533036992,255.89879358137458,0,0,50.0,H1,Safety-Net,10,0.0,44.37673325947462,0.0,47.10766753139634
2025-05-02 13:00:00,Friday,13,7,3.6,2,5,94.9342024255965,25.0,310.22450712282665,0,0,50.0,H1,Safety-Net,10,0.0,58.131506697275,0.0,30.0
2025-05-02 14:00:00,Friday,14,5,3.6,2,5,66.13193985846233,17.518175587143674,284.272031102103,0,0,50.0,H1,Safety-Net,10,0.0,41.64032999406478,0.0,34.2181192322805
2025-05-02 15:00:00,Friday,15,3,3.5,2,5,38.82577820332,3.4600194490586205,239.144485172602,0,0,50.41173496097332,H1,Safety-Net,10,0.0,32.11113484431512,0.0,61.53837495526553
2025-05-02 16:00:00,Friday,16,17,4.3,2,5,150.0,25.0,720.0,1,0,50.0,H1,Safety-Net,10,0.0,185.9359904259946,0.03089891368168466,30.0
2025-05-02 17:00:00,Friday,17,12,4.3,2,5,150.0,25.0,558.5820016296998,1,0,50.0,H1,Safety-Net,10,0.0,94.60964927486164,0.0,30.0
2025-05-02 18:00:00,Friday,18,20,4.4,2,5,150.0,25.0,720.0,1,0,50.0,H1,Safety-Net,10,0.0,143.4379105663866,0.0,30.0
2025-05-02 19:00:00,Friday,19,15,3.3,2,5,150.0,25.0,580.6318559144453,1,0,50.0,H1,Safety-Net,10,0.0,86.24053069955438,0.0,30.0
2025-05-02 20:00:00,Friday,20,12,4.3,1,3,150.0,25.0,720.0,1,0,50.0,H1,Safety-Net,10,0.0,157.0643821141337,0.0,30.0
2025-05-02 21:00:00,Friday,21,6,4.3,1,3,134.9880437874415,25.0,502.81351938291874,0,0,50.0,H1,Safety-Net,10,0.0,79.12421430244378,0.0,30.0
2025-05-02 22:00:00,Friday,22,9,3.1,1,3,150.0,25.0,595.1791943963103,1,1,50.0,H1,Safety-Net,10,0.0,94.19589501050403,0.0,30.0
2025-05-02 23:00:00,Friday,23,1,3.9,1,3,34.27801066059079,4.050449560474899,183.02197201438514,0,0,50.646290741223574,H1,Safety-Net,10,0.0,26.37188800600787,0.0,51.247027087743334
2025-05-03 00:00:00,Saturday,0,2,3.1,1,3,39.16326370965315,4.003533418220888,215.6075544156709,0,0,50.0,H1,Safety-Net,10,0.0,45.6566451346157,0.0,61.96075736464866
2025-05-03 01:00:00,Saturday,1,2,3.5,1,3,58.84989410636928,8.727038165738852,257.31819617616253,0,0,50.0,H1,Safety-Net,10,0.0,32.10059163136404,0.0,43.822480219236155
2025-05-03 02:00:00,Saturday,2,2,2.2,1,3,43.550108045631355,6.18830407686796,318.0881396555396,1,0,50.0,H1,Safety-Net,10,0.0,27.382210105549827,0.0,69.8982620937249
2025-05-03 03:00:00,Saturday,3,1,2.6,1,3,30.635490571987173,2.7189999602527335,194.91174114887568,0,0,67.22434598229476,H1,Safety-Net,10,0.0,31.71866395348403,0.0,72.67042531579284
2025-05-03 04:00:00,Saturday,4,1,2.9,1,3,27.251390987929497,0.19794005069858517,177.09213218209356,0,0,61.40837318991248,H1,Safety-Net,10,0.0,31.30198842646711,0.0,74.35953270554224
2025-05-03 05:00:00,Saturday,5,3,2.8,1,3,56.0303927585661,13.84115600296588,258.0410309381037,0,0,50.0,H1,Safety-Net,10,0.0,45.34790186688078,0.0,47.85657271978297
2025-05-03 06:00:00,Saturday,6,4,3.2,1,3,87.11387927221409,25.0,348.13667984977155,0,0,50.0,H1,Safety-Net,10,0.0,64.83125734447924,0.0,30.0
2025-05-03 07:00:00,Saturday,7,8,3.7,2,5,77.20951709985826,25.0,470.3837245507408,1,0,50.0,H1,Safety-Net,10,0.0,60.466926911667706,0.0,30.0
2025-05-03 08:00:00,Saturday,8,13,4.5,2,5,150.0,25.0,720.0,2,0,50.0,H1,Safety-Net,10,0.0,107.26826056551909,0.0,30.0
2025-05-03 09:00:00,Saturday,9,6,3.3,2,5,81.32870445798734,25.0,283.5050968896925,0,0,50.0,H1,Safety-Net,10,0.0,60.03744666956481,0.0,30.18396228481689
2025-05-03 10:00:00,Saturday,10,11,3.8,2,5,110.85941198442447,25.0,544.4670129051668,1,0,50.0,H1,Safety-Net,10,0.0,76.51138315933922,0.0,30.0
2025-05-03 11:00:00,Saturday,11,11,3.7,2,5,96.74984997904347,25.0,496.0727835830678,1,1,50.0,H1,Safety-Net,10,0.0,73.96213005679054,0.0,30.0
2025-05-03 12:00:00,Saturday,12,12,3.3,2,5,123.86665510383558,25.0,571.2771267014182,2,0,50.0,H1,Safety-Net,10,0.0,74.14637129741605,0.0,30.0
2025-05-03 13:00:00,Saturday,13,12,4.1,2,5,150.0,25.0,616.5138837516587,2,0,50.0,H1,Safety-Net,10,0.0,96.65917534201725,0.0,30.0
2025-05-03 14:00:00,Saturday,14,10,3.7,2,5,131.2539926216236,25.0,439.29157751613036,0,0,50.0,H1,Safety-Net,10,0.0,111.00696713441766,0.03006637252539004,30.0
2025-05-03 15:00:00,Saturday,15,12,3.8,2,5,120.58046888988436,25.0,481.94603058136914,1,0,50.0,H1,Safety-Net,10,0.0,86.71399460737578,0.0,30.0
2025-05-03 16:00:00,Saturday,16,20,3.4,2,5,150.0,25.0,720.0,2,0,50.0,H1,Safety-Net,10,0.0,118.248585545531,0.0,30.0
2025-05-03 17:00:00,Saturday,17,15,4.4,2,5,150.0,25.0,720.0,1,0,50.0,H1,Safety-Net,10,0.0,111.75491828549428,0.0,30.0
2025-05-03 18:00:00,Saturday,18,15,3.5,2,5,137.67175362511122,25.0,615.4013627892699,1,0,50.0,H1,Safety-Net,10,0.0,94.44008354177704,0.0,30.0
2025-05-03 19:00:00,Saturday,19,22,3.9,2,5,150.0,25.0,720.0,3,0,50.0,H1,Safety-Net,10,6.635471592631009,138.92002942925194,0.0,30.0
2025-05-03 20:00:00,Saturday,20,12,3.5,1,3,150.0,25.0,720.0,2,0,50.0,H1,Safety-Net,10,0.0,130.29723433788195,0.0,30.0
2025-05-03 21:00:00,Saturday,21,13,3.5,1,3,150.0,25.0,720.0,2,0,50.0,H1,Safety-Net,10,0.0,133.6551506698702,0.0,30.0
2025-05-03 22:00:00,Saturday,22,8,3.5,1,3,150.0,25.0,718.1396848463994,2,0,50.0,H1,Safety-Net,10,0.0,90.60478260542213,0.0,30.0
2025-05-03 23:00:00,Saturday,23,6,3.1,1,3,111.06436226762577,25.0,468.9880242741268,1,0,50.0,H1,Safety-Net,10,0.2691880405239636,62.15514100436867,0.0,30.0
2025-05-04 00:00:00,Sunday,0,2,2.9,1,3,45.03052786975012,6.465389447460065,196.0537933427523,0,0,50.0,H1,Safety-Net,10,0.0,41.922615900332175,0.0,59.15692229304253
2025-05-04 01:00:00,Sunday,1,2,3.5,1,3,60.35536343968198,14.91333116664838,250.3987225748731,0,0,50.0,H1,Safety-Net,10,0.0,45.417200454946936,0.0,40.31507382406466
2025-05-04 02:00:00,Sunday,2,1,3.0,1,3,34.43714099256189,0.0,188.37022885535075,0,0,63.4025456255131,H1,Safety-Net,10,0.0,40.51396586064955,0.0,68.5217889603952
2025-05-04 03:00:00,Sunday,3,2,3.2,1,3,45.60450137479226,8.188745821983133,232.30145142964014,1,0,50.95959533818016,H1,Safety-Net,10,0.0,32.771193236524965,0.0,51.6959847895038
2025-05-04 04:00:00,Sunday,4,2,2.5,1,3,55.14154157252143,12.381512984178396,165.9878092438784,0,0,50.0,H1,Safety-Net,10,0.0,33.355247614767265,0.0,66.3330877060506
2025-05-04 05:00:00,Sunday,5,2,2.9,1,3,45.145446683879236,5.464288933013086,222.63438199456508,0,0,50.0,H1,Safety-Net,10,0.0,32.70533132662587,0.0,57.93617666556007
2025-05-04 06:00:00,Sunday,6,4,3.5,1,3,74.66339404173922,25.0,376.83751396937413,1,1,50.0,H1,Safety-Net,10,0.2379533469999264,51.59919427561234,0.0,30.0
2025-05-04 07:00:00,Sunday,7,6,3.2,2,5,81.82991789918574,21.461391738059863,312.37134885805614,0,0,50.0,H1,Safety-Net,10,0.0,82.95505100097112,0.05408072625582239,31.454857644736336
2025-05-04 08:00:00,Sunday,8,11,4.0,2,5,150.0,25.0,518.544201322915,1,0,50.0,H1,Safety-Net,10,0.0,81.37176111512004,0.0,30.0
2025-05-04 09:00:00,Sunday,9,13,3.5,2,5,114.80791938892511,25.0,483.0596976348239,0,0,50.0,H1,Safety-Net,10,0.0,93.51696664651766,0.0,30.0
2025-05-04 10:00:00,Sunday,10,11,4.0,2,5,108.25031935878916,25.0,556.9976644716486,1,0,50.0,H1,Safety-Net,10,0.0,87.64556330609527,0.0,30.0
2025-05-04 11:00:00,Sunday,11,9,3.4,2,5,106.47496697558894,25.0,350.39555975621545,0,0,50.0,H1,Safety-Net,10,0.0,75.12152352736231,0.0,30.0
2025-05-04 12:00:00,Sunday,12,11,3.2,2,5,121.04744587955615,25.0,413.716899558004,0,0,50.0,H1,Safety-Net,10,0.0,67.15710493360913,0.0,30.0
2025-05-04 13:00:00,Sunday,13,10,4.1,2,5,150.0,25.0,536.292941792047,1,0,50.0,H1,Safety-Net,10,0.0,84.69974378431098,0.0,30.0
2025-05-04 14:00:00,Sunday,14,14,3.5,2,5,150.0,25.0,674.7714946005104,2,0,50.0,H1,Safety-Net,10,0.0,91.64863552506644,0.0,30.0
2025-05-04 15:00:00,Sunday,15,12,3.1,2,5,122.57173047766585,25.0,527.1725930605351,2,0,50.0,H1,Safety-Net,10,0.0,69.36567661866766,0.0,30.0
2025-05-04 16:00:00,Sunday,16,19,3.7,2,5,150.0,25.0,720.0,1,0,50.0,H1,Safety-Net,10,0.0,115.61272039793867,0.0,30.0
2025-05-04 17:00:00,Sunday,17,19,4.5,2,5,150.0,25.0,720.0,2,0,50.0,H1,Safety-Net,10,0.0,149.5958844540325,0.0,30.0
2025-05-04 18:00:00,Sunday,18,21,3.8,2,5,150.0,25.0,720.0,2,0,50.0,H1,Safety-Net,10,0.0,128.71479783880574,0.0,30.0
2025-05-04 19:00:00,Sunday,19,18,4.2,2,5,150.0,25.0,720.0,2,0,50.0,H1,Safety-Net,10,0.0,124.51166484693154,0.0,30.0
2025-05-04 20:00:00,Sunday,20,15,3.4,1,3,150.0,25.0,720.0,1,0,50.0,H1,Safety-Net,10,0.408684232643134,152.85208497104932,0.0,30.0
2025-05-04 21:00:00,Sunday,21,10,3.6,1,3,150.0,25.0,655.6742674322196,1,0,50.0,H1,Safety-Net,10,0.0,115.5213310519158,0.0,30.0
2025-05-04 22:00:00,Sunday,22,13,4.2,1,3,150.0,25.0,720.0,1,0,50.0,H1,Safety-Net,10,0.0,158.79600271210012,0.0,30.0
2025-05-04 23:00:00,Sunday,23,5,3.5,1,3,101.80523794249585,25.0,443.9694891453427,1,0,50.0,H1,Safety-Net,10,0.0,62.660734566931126,0.0,30.0
2025-05-05 00:00:00,Monday,0,1,3.0,1,3,30.567269127297983,0.0,165.5919949105783,0,0,67.91629992707293,H1,Safety-Net,10,0.0,22.356549162372573,0.0,67.33857654179583
2025-05-05 01:00:00,Monday,1,0,2.0,1,3,16.01771985492185,1.0338651488785704,85.69734448939661,0,0,73.70836627309123,H1,Safety-Net,10,0.0,19.744868042870348,0.0,82.69103806009161
2025-05-05 02:00:00,Monday,2,2,2.9,1,3,47.04035236076415,8.31785804309664,158.23554243871357,0,0,52.922225770363625,H1,Safety-Net,10,0.0,39.21273452417661,0.0,54.661646493358475
2025-05-05 03:00:00,Monday,3,1,3.3,1,3,43.782320198377946,4.3647339818329725,214.61871278182093,0,0,52.64781732317999,H1,Safety-Net,10,0.0,26.200775435845816,0.0,62.172389121033746
2025-05-05 04:00:00,Monday,4,2,2.5,1,3,40.27740093090907,2.9051967099910447,176.67595292302516,0,0,56.64909534057913,H1,Safety-Net,10,0.0,27.508683367473388,0.0,62.40936308542632
2025-05-05 05:00:00,Monday,5,1,2.2,1,3,30.1275837224107,2.4063484387905723,112.04945293907602,0,0,66.87408059954048,H1,Safety-Net,10,0.0,37.75436144528139,0.047694518307985115,79.35574860777703
2025-05-05 06:00:00,Monday,6,3,3.3,1,3,61.6399435936878,19.783787720594205,294.2187680892271,0,0,50.0,H1,Safety-Net,10,0.0,42.90795588532743,0.0,36.038166161105515
2025-05-05 07:00:00,Monday,7,7,3.3,2,5,110.38547646715831,25.0,347.9649731523294,1,0,50.0,H1,Safety-Net,10,0.0,52.31347151625753,0.0,30.0
2025-05-05 08:00:00,Monday,8,8,3.2,2,5,104.84821265075546,25.0,293.84630057647234,0,0,50.0,H1,Safety-Net,10,0.0,61.6886007932742,0.0,30.0
2025-05-05 09:00:00,Monday,9,13,3.4,2,5,123.56155812656313,25.0,421.33623465935545,0,0,50.0,H1,Safety-Net,10,0.0,83.56343458594276,0.0,30.0
2025-05-05 10:00:00,Monday,10,12,4.1,2,5,150.0,25.0,595.4128911097274,1,0,50.0,H1,Safety-Net,10,0.0,85.86348304971742,0.0,30.0
2025-05-05 11:00:00,Monday,11,6,3.2,2,5,74.92746375119367,25.0,204.1460037149409,0,0,50.0,H1,Safety-Net,10,0.0,53.92903076384406,0.0,35.32469935454238
2025-05-05 12:00:00,Monday,12,4,3.4,2,5,61.67362769881319,16.596619716827917,217.1849587496683,0,0,50.0,H1,Safety-Net,10,0.0,48.98291463129426,0.0,49.4230621454385
2025-05-05 13:00:00,Monday,13,4,3.3,2,5,51.6410131635724,12.096810997871959,212.85745402002047,0,0,50.0,H1,Safety-Net,10,0.0,37.237402922269354,0.0,45.12844874383452
2025-05-05 14:00:00,Monday,14,6,3.9,2,5,72.61312149119895,25.0,284.0966912668681,0,0,50.0,H1,Safety-Net,10,0.0,53.61988051993588,0.0,30.0
2025-05-05 15:00:00,Monday,15,8,3.3,2,5,88.10542409793815,25.0,426.2609479494685,1,0,50.0,H1,Safety-Net,10,0.0,54.74248384078142,0.0,30.0
2025-05-05 16:00:00,Monday,16,11,3.2,2,5,150.0,25.0,374.9543483309983,0,0,50.0,H1,Safety-Net,10,0.0,72.19650398336923,0.0,30.0
2025-05-05 17:00:00,Monday,17,18,3.6,2,5,150.0,25.0,717.9031927599416,1,0,50.0,H1,Safety-Net,10,0.0,116.23026330408739,0.0,30.0
2025-05-05 18:00:00,Monday,18,17,4.1,2,5,150.0,25.0,720.0,2,0,50.0,H1,Safety-Net,10,0.0,111.72400217092084,0.0,30.0
2025-05-05 19:00:00,Monday,19,14,3.2,2,5,137.49571164766303,25.0,515.2921895465522,1,0,50.0,H1,Safety-Net,10,0.0,80.71504020020987,0.0,30.0
2025-05-05 20:00:00,Monday,20,12,4.2,1,3,150.0,25.0,720.0,1,0,50.0,H1,Safety-Net,10,0.0,149.49491252897818,0.0,30.0
2025-05-05 21:00:00,Monday,21,5,3.8,1,3,128.48984269743332,25.0,376.9984211714536,0,0,50.0,H1,Safety-Net,10,0.0,74.17730693252011,0.0,30.0
2025-05-05 22:00:00,Monday,22,7,3.5,1,3,150.0,25.0,540.3099218439073,1,0,50.0,H1,Safety-Net,10,0.0,93.20469336492955,0.0,30.0
2025-05-05 23:00:00,Monday,23,3,3.4,1,3,67.84087772104523,18.772893721474293,255.3908453125442,0,0,50.0,H1,Safety-Net,10,0.0,56.599320062076906,0.0,33.223379094475334
2025-05-06 00:00:00,Tuesday,0,3,2.5,1,3,54.857035070685164,9.146483326559492,181.4785288975436,0,0,50.29819571531141,H1,Safety-Net,10,0.0,40.37522372225859,0.0,49.39554770686599
2025-05-06 01:00:00,Tuesday,1,1,2.2,1,3,23.696558413260995,2.597276224143986,100.19777371835943,0,0,74.10277073381216,H1,Safety-Net,10,0.0,13.800422154119314,0.0,70.62020462648505
2025-05-06 02:00:00,Tuesday,2,1,2.8,1,3,33.16923139623018,0.6819841885275657,170.16287004174202,0,0,64.5250202588692,H1,Safety-Net,10,0.0,24.505680527653084,0.0,77.73016769789035
2025-05-06 03:00:00,Tuesday,3,1,2.2,1,3,24.774423273563745,0.4735255515344686,204.40617589714049,0,0,66.212433484115,H1,Safety-Net,10,0.0,27.023196179795953,0.0,70.9279369067859
2025-05-06 04:00:00,Tuesday,4,1,3.4,1,3,31.871906111223556,0.0,75.07739631908787,0,0,69.22071836214724,H1,Safety-Net,10,0.0,28.51703969045824,0.0,58.47036343537956
2025-05-06 05:00:00,Tuesday,5,1,3.5,1,3,30.887681351209682,2.098033909563662,195.88796615472572,0,0,54.35146899429708,H1,Safety-Net,10,0.0,24.516592558531386,0.0,53.81913326672383
2025-05-06 06:00:00,Tuesday,6,2,2.2,1,3,44.76474787155918,6.8138170275394305,165.87718123574064,0,0,50.0,H1,Safety-Net,10,0.0,27.265140501457502,0.0,59.541661777032736
2025-05-06 07:00:00,Tuesday,7,4,4.1,2,5,72.3203901545349,18.72866459837328,205.78253541336238,0,0,50.0,H1,Safety-Net,10,0.0,37.83824347075353,0.0,30.0
2025-05-06 08:00:00,Tuesday,8,6,4.0,2,5,85.95215412255219,25.0,298.07917098837174,0,0,50.0,H1,Safety-Net,10,0.0,55.60769924610896,0.0,30.0
2025-05-06 09:00:00,Tuesday,9,4,3.2,2,5,65.8424046561305,15.553926994242762,209.55162787237566,0,0,50.0,H1,Safety-Net,10,0.0,40.71763709924049,0.0,38.90686444799616
2025-05-06 10:00:00,Tuesday,10,11,3.0,2,5,124.60180150821131,25.0,300.0072768124965,0,0,50.0,H1,Safety-Net,10,0.0,71.4171202480682,0.0,30.0
2025-05-06 11:00:00,Tuesday,11,6,4.2,2,5,82.17923044528345,25.0,318.89611086965317,0,0,50.0,H1,Safety-Net,10,0.0,56.8787432416306,0.0,30.0
2025-05-06 12:00:00,Tuesday,12,7,4.5,2,5,89.69295227130448,25.0,404.4949168373381,0,0,50.0,H1,Safety-Net,10,0.0,59.69586397831522,0.0,30.0
2025-05-06 13:00:00,Tuesday,13,8,3.6,2,5,92.26869691920461,25.0,347.41911153699766,0,0,50.0,H1,Safety-Net,10,0.0,61.91853854990124,0.0,30.0
2025-05-06 14:00:00,Tuesday,14,4,3.3,2,5,57.034751857395,10.556193132194103,246.92431058838704,0,0,50.0,H1,Safety-Net,10,0.0,47.34409945855844,0.0,51.48572025551673
2025-05-06 15:00:00,Tuesday,15,1,4.4,2,5,23.477979046431606,1.901179183780088,165.76195407209042,0,0,67.96029966687999,H1,Safety-Net,10,0.0,25.34289039965942,0.0,66.59898829244767
2025-05-06 16:00:00,Tuesday,16,12,3.8,2,5,136.25267042741538,25.0,522.6728609993843,1,0,50.0,H1,Safety-Net,10,0.0,83.54816358594827,0.0,30.0
2025-05-06 17:00:00,Tuesday,17,5,4.4,2,5,76.68848145688864,23.041444275547605,354.19582873123994,0,0,50.0,H1,Safety-Net,10,0.0,46.82726934989372,0.0,30.0
2025-05-06 18:00:00,Tuesday,18,12,3.8,2,5,128.53841229246072,25.0,451.6436231743066,0,0,50.0,H1,Safety-Net,10,0.0,74.70833014767663,0.0,30.0
2025-05-06 19:00:00,Tuesday,19,19,3.5,2,5,150.0,25.0,717.9948116251082,2,0,50.0,H1,Safety-Net,10,0.0,119.26165522048535,0.0,30.0
2025-05-06 20:00:00,Tuesday,20,7,4.2,1,3,150.0,25.0,539.6304877840936,0,0,50.0,H1,Safety-Net,10,0.0,89.01721137355814,0.0,30.0
2025-05-06 21:00:00,Tuesday,21,8,3.5,1,3,142.53779672813423,25.0,594.3458907308753,1,0,50.0,H1,Safety-Net,10,0.0,91.5841770260828,0.0,30.0
2025-05-06 22:00:00,Tuesday,22,6,3.5,1,3,150.0,25.0,515.159433467392,1,0,50.0,H1,Safety-Net,10,1.813384729175856,77.52950796750441,0.0,30.0
2025-05-06 23:00:00,Tuesday,23,1,3.1,1,3,30.374509259969667,3.3064583080755527,208.9981952770038,0,0,58.102591874679305,H1,Safety-Net,10,0.0,29.338455523314295,0.0,66.19699120756331
2025-05-07 00:00:00,Wednesday,0,2,3.4,1,3,62.58350063460637,10.98160870065377,279.5056542224285,0,0,50.0,H1,Safety-Net,10,0.0,55.20438520199862,0.029930449615204364,52.299163168173976
2025-05-07 01:00:00,Wednesday,1,1,2.5,1,3,39.92022150512762,4.488868513264409,137.95612573960662,0,0,60.43519780062949,H1,Safety-Net,10,0.0,27.807011409055868,0.0,78.71937390046858
